time,seconds_elapsed,z,y,x
1772556949095187700,0.151187744140625,-0.00015271181473508477,0.0006108472589403391,-0.0012216945178806782
1772556949123347200,0.17934716796875,-0.00015271181473508477,-0.0004581354442052543,0
1772556949142120400,0.198120361328125,-0.001374406274408102,0.00015271181473508477,0.0006108472589403391
1772556949160893400,0.2168935546875,-0.00015271181473508477,0.001374406274408102,0
1772556949179666700,0.235666748046875,0.0004581354442052543,0.001374406274408102,0
1772556949198439700,0.254439697265625,-0.0007635590736754239,0.00015271181473508477,0
1772556949217213000,0.273212890625,-0.00015271181473508477,0,-0.0006108472589403391
1772556949235986000,0.29198583984375,-0.00015271181473508477,-0.0010689827613532543,0.0006108472589403391
1772556949254759000,0.310759033203125,0.0004581354442052543,0.001374406274408102,0
1772556949273532200,0.3295322265625,0.0010689827613532543,0.0012216945178806782,-0.001374406274408102
1772556949292305200,0.34830517578125,-0.00015271181473508477,0.0007635590736754239,0.0006108472589403391
1772556949311078400,0.367078369140625,-0.0007635590736754239,-0.0004581354442052543,0
1772556949329851400,0.385851318359375,-0.0007635590736754239,0.00015271181473508477,0.0006108472589403391
1772556949348624400,0.404624267578125,-0.00015271181473508477,-0.0004581354442052543,0
1772556949367397600,0.423397705078125,-0.00015271181473508477,0.0007635590736754239,0
1772556949386170600,0.442170654296875,-0.00015271181473508477,0.0007635590736754239,0
1772556949404944000,0.46094384765625,-0.00015271181473508477,0.00015271181473508477,0.0006108472589403391
1772556949423716900,0.479716796875,0.0004581354442052543,0.00015271181473508477,0
1772556949442489900,0.49848974609375,0.0004581354442052543,0.00015271181473508477,0.0012216945178806782
1772556949461263000,0.51726318359375,0.0004581354442052543,0.0007635590736754239,0.0012216945178806782
1772556949480036000,0.5360361328125,0.0004581354442052543,0.0006108472589403391,-0.0006108472589403391
1772556949498809000,0.55480908203125,0.0010689827613532543,-0.0016798300202935934,0
1772556949517582300,0.573582275390625,0.0004581354442052543,0.00015271181473508477,0.0006108472589403391
1772556949536355300,0.592355224609375,0.0004581354442052543,0,-0.0006108472589403391
1772556949555128300,0.61112841796875,0.0010689827613532543,0.0007635590736754239,0
1772556949573901600,0.629901611328125,0.0004581354442052543,0,-0.0006108472589403391
1772556949592674600,0.648674560546875,-0.00015271181473508477,-0.0006108472589403391,-0.0012216945178806782
1772556949611447600,0.667447509765625,0.0004581354442052543,-0.0012216945178806782,-0.0006108472589403391
1772556949630220800,0.686220703125,-0.00015271181473508477,0.00015271181473508477,0
1772556949648993800,0.704993896484375,0.0004581354442052543,-0.0006108472589403391,-0.0006108472589403391
1772556949667767000,0.72376708984375,-0.00015271181473508477,-0.0006108472589403391,-0.0018325417768210173
1772556949686540000,0.7425400390625,-0.00015271181473508477,0,-0.0006108472589403391
1772556949705313000,0.76131298828125,-0.0007635590736754239,0.0012216945178806782,-0.0007635590736754239
1772556949724086300,0.780086181640625,-0.00015271181473508477,-0.0006108472589403391,-0.0012216945178806782
1772556949742859300,0.798859375,0.0004581354442052543,-0.0010689827613532543,0
