time,seconds_elapsed,z,y,x
1772740777246032400,0.118032470703125,0.6055023670196533,0.3205420970916748,-0.024433890357613564
1772740777274190800,0.14619091796875,0.5183038711547852,0.015423892997205257,-0.07895200699567795
1772740777292963300,0.16496337890625,0.478751540184021,-0.07620319724082947,-0.05741964280605316
1772740777311735800,0.18373583984375,0.4928010404109955,-0.03588727489113808,-0.054365407675504684
1772740777330508000,0.202508056640625,0.5537330508232117,0.11453386396169662,-0.0009162708884105086
1772740777349280500,0.221280517578125,0.6568135023117065,0.30191126465797424,0.15118469297885895
1772740777368053000,0.240052978515625,0.7745543122291565,0.4366030693054199,0.3177932798862457
1772740777386825500,0.258825439453125,0.8747332692146301,0.4752391576766968,0.48669254779815674
1772740777405597700,0.27759765625,0.9187142848968506,0.4596625566482544,0.656660795211792
1772740777424370200,0.2963701171875,0.9455915689468384,0.3530697226524353,0.7644753456115723
1772740777443142700,0.315142578125,0.992168664932251,0.150421142578125,0.7711946368217468
1772740777461915000,0.333914794921875,1.048366665840149,-0.11422843486070633,0.6862868666648865
1772740777480687400,0.352687255859375,1.0705097913742065,-0.3736858069896698,0.6050441861152649
1772740777499459800,0.3714599609375,1.060125470161438,-0.5558710098266602,0.5465555787086487
1772740777518232300,0.390232421875,1.034011721611023,-0.6910209655761719,0.5001311898231506
1772740777537004500,0.409004638671875,0.9688037633895874,-0.8179244995117188,0.4367557764053345
1772740777555777000,0.427777099609375,0.8863393664360046,-0.8316685557365417,0.34100547432899475
1772740777574549500,0.446549560546875,0.8087617754936218,-0.6180247068405151,0.3035911023616791
1772740777593321700,0.46532177734375,0.8000571727752686,-0.20280128717422485,0.3981196880340576
1772740777612094200,0.48409423828125,0.8687775135040283,0.23196925222873688,0.49356457591056824
1772740777630853600,0.502853515625,0.9413156509399414,0.4005630910396576,0.4694361090660095
1772740777649639200,0.52163916015625,0.9594883322715759,0.41888850927352905,0.39231663942337036
1772740777668411400,0.540411376953125,0.9265025854110718,0.34100547432899475,0.2786990702152252
1772740777687184000,0.559183837890625,0.8551861643791199,0.19715094566345215,0.14996300637722015
1772740777705956400,0.577956298828125,0.7637118101119995,0.05528167635202408,0.023212196305394173
1772740777724728600,0.596728515625,0.6885775923728943,-0.009773556143045425,-0.08521319180727005
1772740777743501000,0.6155009765625,0.6361974477767944,-0.023823043331503868,-0.13209572434425354
1772740777762273500,0.6342734375,0.5995466113090515,0.00259610079228878,-0.11835165321826935
1772740777781045800,0.653045654296875,0.5763344168663025,0.07803573459386826,-0.08200624585151672
1772740777799818200,0.671818359375,0.5714476108551025,0.16095824539661407,-0.06673506647348404
1772740777818590700,0.6905908203125,0.5519005060195923,0.1620272397994995,-0.08032641559839249
1772740777837363000,0.709363037109375,0.4853181540966034,0.08780929446220398,-0.08093725889921188
1772740777856135400,0.728135498046875,0.39323291182518005,0.057114217430353165,-0.061084724962711334
1772740777874908000,0.746907958984375,0.3255815804004669,0.04718795046210289,-0.0331384651362896
1772740777893680400,0.765680419921875,0.3029802441596985,0.06490252166986465,0.00992626789957285
1772740777912452600,0.78445263671875,0.312142938375473,0.11560284346342087,0.10124793648719788
1772740777931225000,0.80322509765625,0.26159533858299255,0.06917845457792282,0.12125317752361298
1772740777949997600,0.82199755859375,0.11575555801391602,-0.12048961967229843,-0.1298050433397293
1772740777968756700,0.8407568359375,-0.12843063473701477,-0.335507869720459,-0.7314895987510681
1772740777987542300,0.859542236328125,-0.3032856583595276,-0.25212720036506653,-1.2594143152236938
1772740778006314800,0.878314697265625,-0.30099499225616455,0.12293300777673721,-1.2873605489730835
1772740778025074000,0.897073974609375,-0.05467082932591438,0.6200099587440491,-0.7824953198432922
1772740778043859500,0.915859375,0.3280249834060669,0.9581139087677002,-0.07711946964263916
1772740778062632000,0.9346318359375,0.6933116316795349,0.9155073165893555,0.46363306045532227
1772740778081391000,0.95339111328125,0.9370396733283997,0.6317687630653381,0.7698202729225159
1772740778100176600,0.9721767578125,1.0298885107040405,0.28572380542755127,0.8573241233825684
1772740778118949000,0.99094921875,1.0214893817901611,-0.0029015245381742716,0.7660024762153625
1772740778137721600,1.0097216796875,0.9428427219390869,-0.16737215220928192,0.5677825212478638
1772740778156493800,1.028493896484375,0.8542698621749878,-0.1817270666360855,0.305576354265213
1772740778175266300,1.047266357421875,0.7498149871826172,-0.14186927676200867,0.06200099736452103
1772740778194038800,1.066038818359375,0.6166502833366394,-0.07207997888326645,-0.10827267915010452
1772740778212811300,1.084811279296875,0.5066977739334106,0.04306473210453987,-0.21562908589839935
1772740778231583500,1.10358349609375,0.4731011986732483,0.17027367651462555,-0.24586601555347443
1772740778250356000,1.12235595703125,0.5517477989196777,0.2757975459098816,-0.19088977575302124
1772740778269128400,1.14112841796875,0.7507312893867493,0.3245126008987427,-0.04184303805232048
1772740778287901000,1.15990087890625,0.9943066239356995,0.32726141810417175,0.18035265803337097
1772740778306673200,1.178673095703125,1.1780189275741577,0.25441789627075195,0.3402419090270996
1772740778325445600,1.197445556640625,1.2720893621444702,0.17363333702087402,0.3567348122596741
1772740778344218000,1.216218017578125,1.2830846309661865,0.15149012207984924,0.30572906136512756
1772740778362990300,1.234990234375,1.2896512746810913,0.16996824741363525,0.20509196817874908
1772740778381762800,1.2537626953125,1.3299671411514282,0.20692451298236847,0.07620319724082947
1772740778400535300,1.272535400390625,1.3963968753814697,0.24403348565101624,-0.03771981969475746
