time,seconds_elapsed,z,y,x
1772558480056997400,0.290997314453125,-0.0675058364868164,-0.0962672233581543,-0.10153055191040039
1772558480075769900,0.309769775390625,0.12457656860351562,-0.0423731803894043,-0.04613184928894043
1772558480094542000,0.3285419921875,-0.1673874855041504,-0.007538795471191406,-0.09094119071960449
1772558480113314600,0.347314453125,0.0037298202514648438,0.06873321533203125,-0.011551141738891602
1772558480132086800,0.366086669921875,-0.0624237060546875,-0.02161693572998047,-0.036127567291259766
1772558480150859300,0.384859375,-0.3105940818786621,0.06622648239135742,-0.049118757247924805
1772558480169631500,0.403631591796875,-0.04027843475341797,0.09476947784423828,-0.031221628189086914
1772558480188403700,0.42240380859375,0.1503448486328125,-0.07361984252929688,0.0235745906829834
1772558480207176200,0.44117626953125,0.11180591583251953,0.048293113708496094,-0.005177021026611328
1772558480225948400,0.459948486328125,0.04759788513183594,0.03841543197631836,-0.007113218307495117
1772558480244721000,0.478720947265625,-0.16902685165405273,0.11490869522094727,-0.03989601135253906
1772558480263493000,0.4974931640625,0.021997451782226562,0.08738231658935547,0.0043239593505859375
1772558480282265600,0.516265625,0.24945449829101562,0.033339500427246094,0.07682013511657715
1772558480301037800,0.535037841796875,-0.06844139099121094,0.04934501647949219,0.012088298797607422
1772558480319810300,0.553810302734375,-0.18369770050048828,0.0825347900390625,-0.008107423782348633
1772558480338582500,0.57258251953125,0.004857063293457031,0.07896566390991211,-0.035158395767211914
1772558480357354800,0.591354736328125,0.05095958709716797,-0.012308120727539062,-0.054122209548950195
1772558480376127200,0.610127197265625,-0.0020465850830078125,-0.01942920684814453,-0.014611005783081055
1772558480394899500,0.6288994140625,-0.01192474365234375,0.0773782730102539,-0.010422229766845703
1772558480413672000,0.647671875,-0.0200347900390625,0.09447765350341797,0.019931554794311523
1772558480432444200,0.666444091796875,-0.12559127807617188,0.10902976989746094,0.0025534629821777344
1772558480451216400,0.68521630859375,-0.0359649658203125,0.0415043830871582,0.012606382369995117
1772558480469988900,0.70398876953125,0.10010433197021484,0.023016929626464844,0.03409910202026367
1772558480488761000,0.722760986328125,0.055389404296875,0.09348011016845703,0.03075242042541504
1772558480507533600,0.741533447265625,-0.025453567504882812,0.10716390609741211,0.012086629867553711
